
        aeat         rho           p          cp           t         isp          ae          cf
   0.0000E+00  1.7835E+01  2.4318E+02  6.6554E+00  3.9527E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1002E+01  1.4061E+02  6.7641E+00  3.7576E+03  1.2026E+03  1.0000E+00  6.5436E-01
   0.0000E+00  1.8558E+01  2.5331E+02  6.6213E+00  3.9596E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1449E+01  1.4646E+02  6.7297E+00  3.7637E+03  1.2033E+03  1.0000E+00  6.5442E-01
   0.0000E+00  1.9281E+01  2.6344E+02  6.5888E+00  3.9661E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1895E+01  1.5231E+02  6.6968E+00  3.7695E+03  1.2039E+03  1.0000E+00  6.5447E-01
   0.0000E+00  2.0003E+01  2.7358E+02  6.5577E+00  3.9724E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.2341E+01  1.5816E+02  6.6654E+00  3.7752E+03  1.2046E+03  1.0000E+00  6.5453E-01
   0.0000E+00  2.0725E+01  2.8371E+02  6.5279E+00  3.9785E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.2786E+01  1.6401E+02  6.6353E+00  3.7806E+03  1.2052E+03  1.0000E+00  6.5457E-01
   0.0000E+00  2.1445E+01  2.9384E+02  6.4993E+00  3.9844E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.3231E+01  1.6986E+02  6.6064E+00  3.7858E+03  1.2058E+03  1.0000E+00  6.5462E-01
   0.0000E+00  2.2166E+01  3.0398E+02  6.4718E+00  3.9901E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.3675E+01  1.7571E+02  6.5786E+00  3.7909E+03  1.2063E+03  1.0000E+00  6.5467E-01
   0.0000E+00  1.0722E+01  1.4185E+02  6.9967E+00  3.8502E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  6.6126E+00  8.2092E+01  7.0973E+00  3.6655E+03  1.1840E+03  1.0000E+00  6.5353E-01
   0.0000E+00  1.1467E+01  1.5199E+02  6.9355E+00  3.8615E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.0721E+00  8.7947E+01  7.0355E+00  3.6756E+03  1.1852E+03  1.0000E+00  6.5363E-01
   0.0000E+00  1.2210E+01  1.6212E+02  6.8789E+00  3.8721E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.5309E+00  9.3801E+01  6.9784E+00  3.6850E+03  1.1863E+03  1.0000E+00  6.5372E-01
   0.0000E+00  1.2953E+01  1.7225E+02  6.8261E+00  3.8820E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.9890E+00  9.9655E+01  6.9252E+00  3.6938E+03  1.1873E+03  1.0000E+00  6.5380E-01
   0.0000E+00  1.3694E+01  1.8238E+02  6.7768E+00  3.8914E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.4465E+00  1.0551E+02  6.8754E+00  3.7022E+03  1.1883E+03  1.0000E+00  6.5389E-01
   0.0000E+00  1.4434E+01  1.9252E+02  6.7306E+00  3.9003E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.9033E+00  1.1136E+02  6.8288E+00  3.7101E+03  1.1891E+03  1.0000E+00  6.5396E-01
   0.0000E+00  1.5174E+01  2.0265E+02  6.6871E+00  3.9087E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.3595E+00  1.1721E+02  6.7848E+00  3.7177E+03  1.1900E+03  1.0000E+00  6.5403E-01
   0.0000E+00  1.5912E+01  2.1278E+02  6.6460E+00  3.9168E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.8152E+00  1.2307E+02  6.7434E+00  3.7248E+03  1.1908E+03  1.0000E+00  6.5410E-01
   0.0000E+00  1.6650E+01  2.2291E+02  6.6072E+00  3.9244E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0270E+01  1.2892E+02  6.7041E+00  3.7316E+03  1.1916E+03  1.0000E+00  6.5417E-01
   0.0000E+00  1.7386E+01  2.3305E+02  6.5703E+00  3.9318E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0725E+01  1.3477E+02  6.6668E+00  3.7382E+03  1.1923E+03  1.0000E+00  6.5423E-01
   0.0000E+00  1.8122E+01  2.4318E+02  6.5352E+00  3.9388E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1179E+01  1.4062E+02  6.6314E+00  3.7444E+03  1.1930E+03  1.0000E+00  6.5429E-01
   0.0000E+00  1.8857E+01  2.5331E+02  6.5017E+00  3.9455E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1633E+01  1.4647E+02  6.5976E+00  3.7504E+03  1.1937E+03  1.0000E+00  6.5434E-01
   0.0000E+00  1.9592E+01  2.6344E+02  6.4698E+00  3.9520E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.2086E+01  1.5232E+02  6.5653E+00  3.7562E+03  1.1943E+03  1.0000E+00  6.5440E-01
   0.0000E+00  2.0326E+01  2.7358E+02  6.4393E+00  3.9583E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.2539E+01  1.5817E+02  6.5344E+00  3.7618E+03  1.1949E+03  1.0000E+00  6.5445E-01
   0.0000E+00  2.1059E+01  2.8371E+02  6.4100E+00  3.9643E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.2992E+01  1.6402E+02  6.5048E+00  3.7671E+03  1.1955E+03  1.0000E+00  6.5450E-01
   0.0000E+00  2.1792E+01  2.9384E+02  6.3819E+00  3.9701E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.3444E+01  1.6987E+02  6.4764E+00  3.7723E+03  1.1961E+03  1.0000E+00  6.5455E-01
   0.0000E+00  2.2523E+01  3.0398E+02  6.3549E+00  3.9757E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.3896E+01  1.7572E+02  6.4491E+00  3.7773E+03  1.1966E+03  1.0000E+00  6.5459E-01
   0.0000E+00  1.0889E+01  1.4185E+02  6.8553E+00  3.8361E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  6.7152E+00  8.2095E+01  6.9399E+00  3.6519E+03  1.1749E+03  1.0000E+00  6.5348E-01
   0.0000E+00  1.1645E+01  1.5199E+02  6.7953E+00  3.8472E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.1820E+00  8.7950E+01  6.8793E+00  3.6618E+03  1.1761E+03  1.0000E+00  6.5358E-01
   0.0000E+00  1.2401E+01  1.6212E+02  6.7397E+00  3.8576E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.6480E+00  9.3805E+01  6.8233E+00  3.6711E+03  1.1771E+03  1.0000E+00  6.5367E-01
   0.0000E+00  1.3155E+01  1.7225E+02  6.6879E+00  3.8674E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.1133E+00  9.9659E+01  6.7711E+00  3.6798E+03  1.1781E+03  1.0000E+00  6.5376E-01
   0.0000E+00  1.3908E+01  1.8238E+02  6.6396E+00  3.8767E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.5779E+00  1.0551E+02  6.7222E+00  3.6881E+03  1.1791E+03  1.0000E+00  6.5384E-01
   0.0000E+00  1.4660E+01  1.9252E+02  6.5942E+00  3.8855E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.0420E+00  1.1137E+02  6.6765E+00  3.6959E+03  1.1800E+03  1.0000E+00  6.5392E-01
   0.0000E+00  1.5411E+01  2.0265E+02  6.5515E+00  3.8938E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.5054E+00  1.1722E+02  6.6333E+00  3.7033E+03  1.1808E+03  1.0000E+00  6.5399E-01
   0.0000E+00  1.6161E+01  2.1278E+02  6.5112E+00  3.9017E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.9683E+00  1.2307E+02  6.5926E+00  3.7103E+03  1.1816E+03  1.0000E+00  6.5406E-01
   0.0000E+00  1.6910E+01  2.2291E+02  6.4731E+00  3.9093E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0431E+01  1.2892E+02  6.5541E+00  3.7171E+03  1.1823E+03  1.0000E+00  6.5412E-01
   0.0000E+00  1.7658E+01  2.3305E+02  6.4369E+00  3.9165E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0892E+01  1.3477E+02  6.5175E+00  3.7235E+03  1.1831E+03  1.0000E+00  6.5419E-01
   0.0000E+00  1.8406E+01  2.4318E+02  6.4024E+00  3.9234E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1354E+01  1.4062E+02  6.4827E+00  3.7297E+03  1.1838E+03  1.0000E+00  6.5425E-01
   0.0000E+00  1.9153E+01  2.5331E+02  6.3696E+00  3.9301E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1815E+01  1.4648E+02  6.4495E+00  3.7356E+03  1.1844E+03  1.0000E+00  6.5430E-01
   8.9007E+00  1.9899E+01  2.6344E+02  6.3382E+00  3.9365E+03  0.0000E+00  0.0000E+00  0.0000E+00
   5.5092E+00  1.2275E+01  1.5233E+02  6.4178E+00  3.7413E+03  1.1850E+03  1.0000E+00  6.5436E-01
   9.5272E+00  2.0645E+01  2.7358E+02  6.3083E+00  3.9426E+03  0.0000E+00  0.0000E+00  0.0000E+00
   5.8975E+00  1.2735E+01  1.5818E+02  6.3874E+00  3.7467E+03  1.1857E+03  1.0000E+00  6.5441E-01
   1.0153E+01  2.1389E+01  2.8371E+02  6.2795E+00  3.9486E+03  0.0000E+00  0.0000E+00  0.0000E+00
   6.2856E+00  1.3195E+01  1.6403E+02  6.3584E+00  3.7520E+03  1.1862E+03  1.0000E+00  6.5446E-01
   1.0779E+01  2.2134E+01  2.9384E+02  6.2519E+00  3.9543E+03  0.0000E+00  0.0000E+00  0.0000E+00
   6.6734E+00  1.3654E+01  1.6988E+02  6.3305E+00  3.7571E+03  1.1868E+03  1.0000E+00  6.5451E-01
   1.1404E+01  2.2877E+01  3.0398E+02  6.2254E+00  3.9598E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.0610E+00  1.4113E+01  1.7573E+02  6.3036E+00  3.7620E+03  1.1873E+03  1.0000E+00  6.5455E-01
   1.2030E+01  1.1053E+01  1.4185E+02  6.7060E+00  3.8209E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.4484E+00  6.8163E+00  8.2096E+01  6.7727E+00  3.6372E+03  1.1662E+03  1.0000E+00  6.5346E-01
   1.2654E+01  1.1821E+01  1.5199E+02  6.6472E+00  3.8319E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.8357E+00  7.2903E+00  8.7951E+01  6.7133E+00  3.6470E+03  1.1673E+03  1.0000E+00  6.5356E-01
   1.3279E+01  1.2588E+01  1.6212E+02  6.5927E+00  3.8422E+03  0.0000E+00  0.0000E+00  0.0000E+00
   8.2228E+00  7.7634E+00  9.3806E+01  6.6583E+00  3.6561E+03  1.1683E+03  1.0000E+00  6.5366E-01
   1.3903E+01  1.3354E+01  1.7225E+02  6.5420E+00  3.8519E+03  0.0000E+00  0.0000E+00  0.0000E+00
   8.6097E+00  8.2359E+00  9.9660E+01  6.6071E+00  3.6647E+03  1.1693E+03  1.0000E+00  6.5374E-01
   1.4527E+01  1.4118E+01  1.8238E+02  6.4945E+00  3.8610E+03  0.0000E+00  0.0000E+00  0.0000E+00
   8.9965E+00  8.7076E+00  1.0551E+02  6.5593E+00  3.6728E+03  1.1702E+03  1.0000E+00  6.5383E-01
   1.5150E+01  1.4882E+01  1.9252E+02  6.4501E+00  3.8696E+03  0.0000E+00  0.0000E+00  0.0000E+00
   9.3831E+00  9.1788E+00  1.1137E+02  6.5144E+00  3.6805E+03  1.1711E+03  1.0000E+00  6.5390E-01
   1.5774E+01  1.5645E+01  2.0265E+02  6.4082E+00  3.8778E+03  0.0000E+00  0.0000E+00  0.0000E+00
   9.7697E+00  9.6493E+00  1.1722E+02  6.4721E+00  3.6878E+03  1.1719E+03  1.0000E+00  6.5398E-01
   1.6397E+01  1.6406E+01  2.1278E+02  6.3686E+00  3.8856E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0156E+01  1.0119E+01  1.2307E+02  6.4321E+00  3.6947E+03  1.1727E+03  1.0000E+00  6.5405E-01
   1.7020E+01  1.7167E+01  2.2291E+02  6.3312E+00  3.8931E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0542E+01  1.0589E+01  1.2892E+02  6.3943E+00  3.7013E+03  1.1735E+03  1.0000E+00  6.5411E-01
   1.7643E+01  1.7927E+01  2.3305E+02  6.2957E+00  3.9002E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0929E+01  1.1058E+01  1.3477E+02  6.3584E+00  3.7077E+03  1.1742E+03  1.0000E+00  6.5417E-01
   1.8265E+01  1.8686E+01  2.4318E+02  6.2619E+00  3.9070E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.1315E+01  1.1526E+01  1.4063E+02  6.3243E+00  3.7137E+03  1.1749E+03  1.0000E+00  6.5423E-01
   1.8888E+01  1.9444E+01  2.5331E+02  6.2297E+00  3.9136E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.1701E+01  1.1994E+01  1.4648E+02  6.2917E+00  3.7195E+03  1.1755E+03  1.0000E+00  6.5429E-01
   8.9137E+00  2.0202E+01  2.6344E+02  6.1989E+00  3.9198E+03  0.0000E+00  0.0000E+00  0.0000E+00
   5.5114E+00  1.2462E+01  1.5233E+02  6.2606E+00  3.7251E+03  1.1761E+03  1.0000E+00  6.5435E-01
   9.5390E+00  2.0959E+01  2.7358E+02  6.1695E+00  3.9259E+03  0.0000E+00  0.0000E+00  0.0000E+00
   5.8985E+00  1.2929E+01  1.5818E+02  6.2308E+00  3.7305E+03  1.1767E+03  1.0000E+00  6.5440E-01
   1.0164E+01  2.1716E+01  2.8371E+02  6.1413E+00  3.9317E+03  0.0000E+00  0.0000E+00  0.0000E+00
   6.2851E+00  1.3396E+01  1.6403E+02  6.2023E+00  3.7357E+03  1.1773E+03  1.0000E+00  6.5445E-01
   1.0788E+01  2.2471E+01  2.9384E+02  6.1142E+00  3.9374E+03  0.0000E+00  0.0000E+00  0.0000E+00
   6.6715E+00  1.3862E+01  1.6988E+02  6.1749E+00  3.7407E+03  1.1779E+03  1.0000E+00  6.5450E-01
   1.1412E+01  2.3226E+01  3.0398E+02  6.0882E+00  3.9428E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.0576E+00  1.4328E+01  1.7573E+02  6.1486E+00  3.7455E+03  1.1784E+03  1.0000E+00  6.5454E-01
   1.2035E+01  1.1215E+01  1.4185E+02  6.5524E+00  3.8051E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.4435E+00  6.9160E+00  8.2095E+01  6.6000E+00  3.6217E+03  1.1577E+03  1.0000E+00  6.5347E-01
   1.2658E+01  1.1995E+01  1.5199E+02  6.4947E+00  3.8159E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.8291E+00  7.3970E+00  8.7950E+01  6.5418E+00  3.6313E+03  1.1588E+03  1.0000E+00  6.5357E-01
   1.3280E+01  1.2773E+01  1.6212E+02  6.4413E+00  3.8260E+03  0.0000E+00  0.0000E+00  0.0000E+00
   8.2145E+00  7.8772E+00  9.3805E+01  6.4880E+00  3.6402E+03  1.1599E+03  1.0000E+00  6.5366E-01
   1.3902E+01  1.3550E+01  1.7225E+02  6.3916E+00  3.8355E+03  0.0000E+00  0.0000E+00  0.0000E+00
   8.5997E+00  8.3567E+00  9.9658E+01  6.4378E+00  3.6487E+03  1.1608E+03  1.0000E+00  6.5375E-01
   1.4524E+01  1.4326E+01  1.8238E+02  6.3451E+00  3.8445E+03  0.0000E+00  0.0000E+00  0.0000E+00
   8.9847E+00  8.8355E+00  1.0551E+02  6.3909E+00  3.6567E+03  1.1617E+03  1.0000E+00  6.5383E-01
   1.5145E+01  1.5101E+01  1.9252E+02  6.3015E+00  3.8530E+03  0.0000E+00  0.0000E+00  0.0000E+00
   9.3694E+00  9.3137E+00  1.1136E+02  6.3469E+00  3.6642E+03  1.1626E+03  1.0000E+00  6.5391E-01
   1.5767E+01  1.5875E+01  2.0265E+02  6.2604E+00  3.8610E+03  0.0000E+00  0.0000E+00  0.0000E+00
   9.7541E+00  9.7913E+00  1.1722E+02  6.3054E+00  3.6713E+03  1.1634E+03  1.0000E+00  6.5399E-01
   1.6387E+01  1.6648E+01  2.1278E+02  6.2217E+00  3.8687E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0139E+01  1.0268E+01  1.2307E+02  6.2663E+00  3.6782E+03  1.1642E+03  1.0000E+00  6.5406E-01
   1.7008E+01  1.7420E+01  2.2291E+02  6.1850E+00  3.8760E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0523E+01  1.0745E+01  1.2892E+02  6.2292E+00  3.6846E+03  1.1649E+03  1.0000E+00  6.5412E-01
   1.7628E+01  1.8192E+01  2.3305E+02  6.1501E+00  3.8830E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0907E+01  1.1221E+01  1.3477E+02  6.1940E+00  3.6909E+03  1.1656E+03  1.0000E+00  6.5419E-01
   1.8248E+01  1.8962E+01  2.4318E+02  6.1170E+00  3.8898E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.1291E+01  1.1696E+01  1.4062E+02  6.1605E+00  3.6968E+03  1.1663E+03  1.0000E+00  6.5425E-01
   1.8868E+01  1.9732E+01  2.5331E+02  6.0854E+00  3.8962E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.1675E+01  1.2171E+01  1.4647E+02  6.1286E+00  3.7025E+03  1.1669E+03  1.0000E+00  6.5430E-01
   8.9774E+00  2.0501E+01  2.6344E+02  6.0552E+00  3.9024E+03  0.0000E+00  0.0000E+00  0.0000E+00
   5.5467E+00  1.2646E+01  1.5232E+02  6.0981E+00  3.7080E+03  1.1676E+03  1.0000E+00  6.5436E-01
   9.6053E+00  2.1270E+01  2.7358E+02  6.0264E+00  3.9083E+03  0.0000E+00  0.0000E+00  0.0000E+00
   5.9350E+00  1.3120E+01  1.5817E+02  6.0689E+00  3.7133E+03  1.1681E+03  1.0000E+00  6.5441E-01
   1.0232E+01  2.2037E+01  2.8371E+02  5.9987E+00  3.9141E+03  0.0000E+00  0.0000E+00  0.0000E+00
   6.3228E+00  1.3594E+01  1.6402E+02  6.0410E+00  3.7183E+03  1.1687E+03  1.0000E+00  6.5446E-01
   1.0859E+01  2.2804E+01  2.9384E+02  5.9721E+00  3.9196E+03  0.0000E+00  0.0000E+00  0.0000E+00
   6.7102E+00  1.4067E+01  1.6987E+02  6.0141E+00  3.7232E+03  1.1693E+03  1.0000E+00  6.5451E-01
   1.1485E+01  2.3571E+01  3.0398E+02  5.9466E+00  3.9250E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.0973E+00  1.4541E+01  1.7572E+02  5.9883E+00  3.7280E+03  1.1698E+03  1.0000E+00  6.5456E-01
   1.2110E+01  1.1375E+01  1.4185E+02  6.3968E+00  3.7886E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.4841E+00  7.0143E+00  8.2093E+01  6.4248E+00  3.6055E+03  1.1496E+03  1.0000E+00  6.5349E-01
   1.2735E+01  1.2165E+01  1.5199E+02  6.3403E+00  3.7993E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.8705E+00  7.5022E+00  8.7947E+01  6.3679E+00  3.6149E+03  1.1507E+03  1.0000E+00  6.5359E-01
   1.3359E+01  1.2955E+01  1.6212E+02  6.2880E+00  3.8092E+03  0.0000E+00  0.0000E+00  0.0000E+00
   8.2567E+00  7.9894E+00  9.3801E+01  6.3152E+00  3.6237E+03  1.1517E+03  1.0000E+00  6.5369E-01
   1.3983E+01  1.3743E+01  1.7225E+02  6.2393E+00  3.8185E+03  0.0000E+00  0.0000E+00  0.0000E+00
   8.6426E+00  8.4758E+00  9.9655E+01  6.2661E+00  3.6320E+03  1.1527E+03  1.0000E+00  6.5378E-01
   1.4606E+01  1.4531E+01  1.8238E+02  6.1937E+00  3.8274E+03  0.0000E+00  0.0000E+00  0.0000E+00
   9.0282E+00  8.9616E+00  1.0551E+02  6.2202E+00  3.6398E+03  1.1536E+03  1.0000E+00  6.5386E-01
   1.5229E+01  1.5317E+01  1.9252E+02  6.1510E+00  3.8357E+03  0.0000E+00  0.0000E+00  0.0000E+00
   9.4136E+00  9.4467E+00  1.1136E+02  6.1771E+00  3.6472E+03  1.1544E+03  1.0000E+00  6.5394E-01
   1.5852E+01  1.6102E+01  2.0265E+02  6.1107E+00  3.8436E+03  0.0000E+00  0.0000E+00  0.0000E+00
   9.7987E+00  9.9312E+00  1.1721E+02  6.1365E+00  3.6542E+03  1.1552E+03  1.0000E+00  6.5402E-01
   1.6474E+01  1.6887E+01  2.1278E+02  6.0728E+00  3.8512E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0184E+01  1.0415E+01  1.2306E+02  6.0981E+00  3.6609E+03  1.1560E+03  1.0000E+00  6.5409E-01
   1.7096E+01  1.7670E+01  2.2291E+02  6.0368E+00  3.8584E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0568E+01  1.0899E+01  1.2891E+02  6.0618E+00  3.6672E+03  1.1567E+03  1.0000E+00  6.5416E-01
   1.7718E+01  1.8453E+01  2.3305E+02  6.0026E+00  3.8653E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0953E+01  1.1382E+01  1.3477E+02  6.0274E+00  3.6733E+03  1.1574E+03  1.0000E+00  6.5422E-01
   1.8339E+01  1.9234E+01  2.4318E+02  5.9702E+00  3.8719E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.1337E+01  1.1864E+01  1.4062E+02  5.9946E+00  3.6791E+03  1.1581E+03  1.0000E+00  6.5428E-01
   1.8960E+01  2.0016E+01  2.5331E+02  5.9392E+00  3.8782E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.1721E+01  1.2346E+01  1.4647E+02  5.9633E+00  3.6847E+03  1.1587E+03  1.0000E+00  6.5434E-01
   9.0798E+00  2.0796E+01  2.6344E+02  5.9096E+00  3.8842E+03  0.0000E+00  0.0000E+00  0.0000E+00
   5.6072E+00  1.2828E+01  1.5232E+02  5.9334E+00  3.6901E+03  1.1593E+03  1.0000E+00  6.5440E-01
   9.7132E+00  2.1576E+01  2.7358E+02  5.8813E+00  3.8901E+03  0.0000E+00  0.0000E+00  0.0000E+00
   5.9986E+00  1.3309E+01  1.5817E+02  5.9048E+00  3.6953E+03  1.1599E+03  1.0000E+00  6.5445E-01
   1.0346E+01  2.2355E+01  2.8371E+02  5.8542E+00  3.8957E+03  0.0000E+00  0.0000E+00  0.0000E+00
   6.3896E+00  1.3790E+01  1.6401E+02  5.8774E+00  3.7002E+03  1.1604E+03  1.0000E+00  6.5450E-01
   1.0978E+01  2.3133E+01  2.9384E+02  5.8282E+00  3.9012E+03  0.0000E+00  0.0000E+00  0.0000E+00
   6.7801E+00  1.4270E+01  1.6986E+02  5.8511E+00  3.7050E+03  1.1610E+03  1.0000E+00  6.5455E-01
   1.1609E+01  2.3911E+01  3.0398E+02  5.8031E+00  3.9064E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.1701E+00  1.4750E+01  1.7571E+02  5.8258E+00  3.7097E+03  1.1615E+03  1.0000E+00  6.5460E-01
   1.2239E+01  1.1532E+01  1.4185E+02  6.2409E+00  3.7717E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.5598E+00  7.1110E+00  8.2088E+01  6.2495E+00  3.5887E+03  1.1418E+03  1.0000E+00  6.5354E-01
   1.2869E+01  1.2334E+01  1.5199E+02  6.1856E+00  3.7822E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.9491E+00  7.6058E+00  8.7942E+01  6.1938E+00  3.5979E+03  1.1429E+03  1.0000E+00  6.5364E-01
   1.3498E+01  1.3134E+01  1.6212E+02  6.1344E+00  3.7919E+03  0.0000E+00  0.0000E+00  0.0000E+00
   8.3380E+00  8.0999E+00  9.3796E+01  6.1422E+00  3.6066E+03  1.1439E+03  1.0000E+00  6.5374E-01
   1.4127E+01  1.3934E+01  1.7225E+02  6.0867E+00  3.8011E+03  0.0000E+00  0.0000E+00  0.0000E+00
   8.7267E+00  8.5932E+00  9.9649E+01  6.0942E+00  3.6147E+03  1.1448E+03  1.0000E+00  6.5383E-01
   1.4755E+01  1.4732E+01  1.8238E+02  6.0421E+00  3.8098E+03  0.0000E+00  0.0000E+00  0.0000E+00
   9.1150E+00  9.0858E+00  1.0550E+02  6.0492E+00  3.6224E+03  1.1457E+03  1.0000E+00  6.5391E-01
   1.5383E+01  1.5530E+01  1.9252E+02  6.0002E+00  3.8180E+03  0.0000E+00  0.0000E+00  0.0000E+00
   9.5030E+00  9.5778E+00  1.1135E+02  6.0071E+00  3.6296E+03  1.1465E+03  1.0000E+00  6.5399E-01
   1.6010E+01  1.6326E+01  2.0265E+02  5.9608E+00  3.8258E+03  0.0000E+00  0.0000E+00  0.0000E+00
   9.8907E+00  1.0069E+01  1.1720E+02  5.9674E+00  3.6365E+03  1.1473E+03  1.0000E+00  6.5407E-01
   1.6637E+01  1.7122E+01  2.1278E+02  5.9236E+00  3.8332E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0278E+01  1.0560E+01  1.2306E+02  5.9299E+00  3.6430E+03  1.1481E+03  1.0000E+00  6.5414E-01
   1.7263E+01  1.7916E+01  2.2291E+02  5.8884E+00  3.8402E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0665E+01  1.1050E+01  1.2891E+02  5.8943E+00  3.6492E+03  1.1488E+03  1.0000E+00  6.5421E-01
   1.7889E+01  1.8710E+01  2.3305E+02  5.8549E+00  3.8470E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.1052E+01  1.1540E+01  1.3476E+02  5.8606E+00  3.6552E+03  1.1495E+03  1.0000E+00  6.5428E-01
   1.8514E+01  1.9503E+01  2.4318E+02  5.8231E+00  3.8534E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.1439E+01  1.2029E+01  1.4061E+02  5.8285E+00  3.6609E+03  1.1501E+03  1.0000E+00  6.5434E-01
   1.9140E+01  2.0295E+01  2.5331E+02  5.7928E+00  3.8596E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.1826E+01  1.2518E+01  1.4646E+02  5.7979E+00  3.6664E+03  1.1507E+03  1.0000E+00  6.5440E-01
   9.2101E+00  2.1087E+01  2.6344E+02  5.7638E+00  3.8656E+03  0.0000E+00  0.0000E+00  0.0000E+00
   5.6857E+00  1.3007E+01  1.5231E+02  5.7687E+00  3.6716E+03  1.1513E+03  1.0000E+00  6.5446E-01
   9.8514E+00  2.1877E+01  2.7358E+02  5.7361E+00  3.8713E+03  0.0000E+00  0.0000E+00  0.0000E+00
   6.0819E+00  1.3495E+01  1.5815E+02  5.7407E+00  3.6767E+03  1.1519E+03  1.0000E+00  6.5451E-01
   1.0492E+01  2.2667E+01  2.8371E+02  5.7095E+00  3.8769E+03  0.0000E+00  0.0000E+00  0.0000E+00
   6.4775E+00  1.3982E+01  1.6400E+02  5.7139E+00  3.6815E+03  1.1525E+03  1.0000E+00  6.5456E-01
   1.1131E+01  2.3457E+01  2.9384E+02  5.6840E+00  3.8822E+03  0.0000E+00  0.0000E+00  0.0000E+00
