
        aeat         rho           p          cp           t         isp          ae          cf
   0.0000E+00  7.5054E+00  1.5361E+01  1.7566E+02  5.3442E+00  3.6515E+03  1.1383E+03  1.0000E+00
   0.0000E+00  1.2819E+01  1.9252E+02  6.7220E+00  3.9288E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.9115E+00  1.1111E+02  6.6472E+00  3.7254E+03  1.2636E+03  1.0000E+00  6.5616E-01
   0.0000E+00  1.3476E+01  2.0265E+02  6.6719E+00  3.9370E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.3172E+00  1.1694E+02  6.5964E+00  3.7326E+03  1.2645E+03  1.0000E+00  6.5625E-01
   0.0000E+00  1.4132E+01  2.1278E+02  6.6246E+00  3.9449E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.7223E+00  1.2278E+02  6.5485E+00  3.7395E+03  1.2654E+03  1.0000E+00  6.5634E-01
   0.0000E+00  1.4787E+01  2.2291E+02  6.5799E+00  3.9524E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.1271E+00  1.2862E+02  6.5030E+00  3.7460E+03  1.2662E+03  1.0000E+00  6.5642E-01
   0.0000E+00  1.5442E+01  2.3305E+02  6.5374E+00  3.9596E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.5314E+00  1.3445E+02  6.4599E+00  3.7523E+03  1.2670E+03  1.0000E+00  6.5650E-01
   0.0000E+00  1.6096E+01  2.4318E+02  6.4970E+00  3.9665E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.9353E+00  1.4029E+02  6.4189E+00  3.7582E+03  1.2677E+03  1.0000E+00  6.5657E-01
   0.0000E+00  1.6749E+01  2.5331E+02  6.4585E+00  3.9731E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0339E+01  1.4612E+02  6.3798E+00  3.7640E+03  1.2684E+03  1.0000E+00  6.5664E-01
   0.0000E+00  1.7402E+01  2.6344E+02  6.4217E+00  3.9794E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0742E+01  1.5195E+02  6.3424E+00  3.7695E+03  1.2691E+03  1.0000E+00  6.5671E-01
   0.0000E+00  1.8054E+01  2.7358E+02  6.3866E+00  3.9855E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1145E+01  1.5779E+02  6.3066E+00  3.7747E+03  1.2697E+03  1.0000E+00  6.5678E-01
   0.0000E+00  1.8706E+01  2.8371E+02  6.3528E+00  3.9914E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1547E+01  1.6362E+02  6.2723E+00  3.7798E+03  1.2704E+03  1.0000E+00  6.5684E-01
   0.0000E+00  1.9357E+01  2.9384E+02  6.3205E+00  3.9970E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1949E+01  1.6945E+02  6.2394E+00  3.7847E+03  1.2710E+03  1.0000E+00  6.5690E-01
   0.0000E+00  2.0008E+01  3.0398E+02  6.2894E+00  4.0025E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.2351E+01  1.7529E+02  6.2078E+00  3.7895E+03  1.2716E+03  1.0000E+00  6.5696E-01
   0.0000E+00  9.6895E+00  1.4185E+02  7.2362E+00  3.8894E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  5.9783E+00  8.1973E+01  7.2518E+00  3.6960E+03  1.2466E+03  1.0000E+00  6.5493E-01
   0.0000E+00  1.0362E+01  1.5199E+02  7.1672E+00  3.9008E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  6.3938E+00  8.7819E+01  7.1820E+00  3.7061E+03  1.2478E+03  1.0000E+00  6.5504E-01
   0.0000E+00  1.1034E+01  1.6212E+02  7.1033E+00  3.9115E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  6.8086E+00  9.3663E+01  7.1173E+00  3.7155E+03  1.2490E+03  1.0000E+00  6.5515E-01
   0.0000E+00  1.1705E+01  1.7225E+02  7.0438E+00  3.9216E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.2227E+00  9.9507E+01  7.0571E+00  3.7244E+03  1.2501E+03  1.0000E+00  6.5524E-01
   0.0000E+00  1.2375E+01  1.8238E+02  6.9882E+00  3.9310E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.6363E+00  1.0535E+02  7.0008E+00  3.7327E+03  1.2511E+03  1.0000E+00  6.5534E-01
   0.0000E+00  1.3044E+01  1.9252E+02  6.9361E+00  3.9400E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.0493E+00  1.1119E+02  6.9480E+00  3.7406E+03  1.2520E+03  1.0000E+00  6.5542E-01
   0.0000E+00  1.3712E+01  2.0265E+02  6.8870E+00  3.9485E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.4618E+00  1.1704E+02  6.8982E+00  3.7481E+03  1.2529E+03  1.0000E+00  6.5551E-01
   0.0000E+00  1.4379E+01  2.1278E+02  6.8406E+00  3.9566E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.8738E+00  1.2288E+02  6.8512E+00  3.7553E+03  1.2538E+03  1.0000E+00  6.5558E-01
   0.0000E+00  1.5046E+01  2.2291E+02  6.7968E+00  3.9644E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.2853E+00  1.2872E+02  6.8067E+00  3.7621E+03  1.2546E+03  1.0000E+00  6.5566E-01
   0.0000E+00  1.5712E+01  2.3305E+02  6.7552E+00  3.9718E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.6964E+00  1.3456E+02  6.7645E+00  3.7686E+03  1.2554E+03  1.0000E+00  6.5573E-01
   0.0000E+00  1.6377E+01  2.4318E+02  6.7156E+00  3.9788E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0107E+01  1.4040E+02  6.7243E+00  3.7748E+03  1.2561E+03  1.0000E+00  6.5580E-01
   0.0000E+00  1.7041E+01  2.5331E+02  6.6778E+00  3.9856E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0517E+01  1.4624E+02  6.6860E+00  3.7808E+03  1.2568E+03  1.0000E+00  6.5586E-01
   0.0000E+00  1.7705E+01  2.6344E+02  6.6418E+00  3.9922E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0927E+01  1.5208E+02  6.6494E+00  3.7865E+03  1.2575E+03  1.0000E+00  6.5592E-01
   0.0000E+00  1.8368E+01  2.7358E+02  6.6073E+00  3.9984E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1337E+01  1.5792E+02  6.6144E+00  3.7920E+03  1.2582E+03  1.0000E+00  6.5598E-01
   0.0000E+00  1.9031E+01  2.8371E+02  6.5743E+00  4.0045E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1746E+01  1.6376E+02  6.5808E+00  3.7973E+03  1.2588E+03  1.0000E+00  6.5604E-01
   0.0000E+00  1.9693E+01  2.9384E+02  6.5426E+00  4.0103E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.2155E+01  1.6960E+02  6.5486E+00  3.8025E+03  1.2594E+03  1.0000E+00  6.5610E-01
   0.0000E+00  2.0354E+01  3.0398E+02  6.5121E+00  4.0160E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.2563E+01  1.7544E+02  6.5177E+00  3.8074E+03  1.2600E+03  1.0000E+00  6.5615E-01
   0.0000E+00  9.8619E+00  1.4185E+02  7.3372E+00  3.8922E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  6.0840E+00  8.2014E+01  7.4095E+00  3.7014E+03  1.2353E+03  1.0000E+00  6.5446E-01
   0.0000E+00  1.0547E+01  1.5199E+02  7.2696E+00  3.9038E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  6.5067E+00  8.7863E+01  7.3413E+00  3.7117E+03  1.2365E+03  1.0000E+00  6.5456E-01
   0.0000E+00  1.1230E+01  1.6212E+02  7.2071E+00  3.9146E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  6.9287E+00  9.3711E+01  7.2781E+00  3.7213E+03  1.2377E+03  1.0000E+00  6.5466E-01
   0.0000E+00  1.1913E+01  1.7225E+02  7.1488E+00  3.9248E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.3500E+00  9.9558E+01  7.2193E+00  3.7303E+03  1.2387E+03  1.0000E+00  6.5475E-01
   0.0000E+00  1.2594E+01  1.8238E+02  7.0945E+00  3.9344E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.7708E+00  1.0541E+02  7.1643E+00  3.7389E+03  1.2397E+03  1.0000E+00  6.5484E-01
   0.0000E+00  1.3275E+01  1.9252E+02  7.0434E+00  3.9435E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.1909E+00  1.1125E+02  7.1128E+00  3.7469E+03  1.2407E+03  1.0000E+00  6.5492E-01
   0.0000E+00  1.3955E+01  2.0265E+02  6.9954E+00  3.9521E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.6105E+00  1.1710E+02  7.0642E+00  3.7546E+03  1.2416E+03  1.0000E+00  6.5500E-01
   0.0000E+00  1.4634E+01  2.1278E+02  6.9501E+00  3.9604E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.0296E+00  1.2294E+02  7.0184E+00  3.7619E+03  1.2424E+03  1.0000E+00  6.5507E-01
   0.0000E+00  1.5312E+01  2.2291E+02  6.9072E+00  3.9682E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.4483E+00  1.2879E+02  6.9750E+00  3.7688E+03  1.2433E+03  1.0000E+00  6.5514E-01
   0.0000E+00  1.5989E+01  2.3305E+02  6.8665E+00  3.9757E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.8664E+00  1.3463E+02  6.9338E+00  3.7755E+03  1.2440E+03  1.0000E+00  6.5521E-01
   0.0000E+00  1.6666E+01  2.4318E+02  6.8278E+00  3.9829E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0284E+01  1.4048E+02  6.8946E+00  3.7818E+03  1.2448E+03  1.0000E+00  6.5527E-01
   0.0000E+00  1.7342E+01  2.5331E+02  6.7909E+00  3.9898E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0701E+01  1.4632E+02  6.8573E+00  3.7879E+03  1.2455E+03  1.0000E+00  6.5533E-01
   0.0000E+00  1.8017E+01  2.6344E+02  6.7557E+00  3.9964E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1118E+01  1.5217E+02  6.8216E+00  3.7938E+03  1.2462E+03  1.0000E+00  6.5539E-01
   0.0000E+00  1.8692E+01  2.7358E+02  6.7220E+00  4.0028E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1535E+01  1.5801E+02  6.7875E+00  3.7994E+03  1.2468E+03  1.0000E+00  6.5545E-01
   0.0000E+00  1.9366E+01  2.8371E+02  6.6898E+00  4.0090E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1951E+01  1.6385E+02  6.7548E+00  3.8049E+03  1.2474E+03  1.0000E+00  6.5550E-01
   0.0000E+00  2.0039E+01  2.9384E+02  6.6588E+00  4.0149E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.2367E+01  1.6970E+02  6.7234E+00  3.8101E+03  1.2480E+03  1.0000E+00  6.5555E-01
   0.0000E+00  2.0712E+01  3.0398E+02  6.6290E+00  4.0206E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.2782E+01  1.7554E+02  6.6932E+00  3.8152E+03  1.2486E+03  1.0000E+00  6.5560E-01
   0.0000E+00  1.0036E+01  1.4185E+02  7.3565E+00  3.8898E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  6.1906E+00  8.2042E+01  7.4610E+00  3.7009E+03  1.2243E+03  1.0000E+00  6.5412E-01
   0.0000E+00  1.0732E+01  1.5199E+02  7.2904E+00  3.9014E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  6.6207E+00  8.7893E+01  7.3943E+00  3.7113E+03  1.2255E+03  1.0000E+00  6.5423E-01
   0.0000E+00  1.1428E+01  1.6212E+02  7.2291E+00  3.9123E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.0500E+00  9.3744E+01  7.3325E+00  3.7210E+03  1.2266E+03  1.0000E+00  6.5432E-01
   0.0000E+00  1.2123E+01  1.7225E+02  7.1721E+00  3.9225E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.4787E+00  9.9594E+01  7.2750E+00  3.7301E+03  1.2277E+03  1.0000E+00  6.5441E-01
   0.0000E+00  1.2816E+01  1.8238E+02  7.1189E+00  3.9322E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.9068E+00  1.0544E+02  7.2213E+00  3.7387E+03  1.2287E+03  1.0000E+00  6.5450E-01
   0.0000E+00  1.3509E+01  1.9252E+02  7.0689E+00  3.9413E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.3342E+00  1.1129E+02  7.1709E+00  3.7468E+03  1.2297E+03  1.0000E+00  6.5457E-01
   0.0000E+00  1.4200E+01  2.0265E+02  7.0219E+00  3.9500E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.7611E+00  1.1714E+02  7.1235E+00  3.7545E+03  1.2305E+03  1.0000E+00  6.5465E-01
   0.0000E+00  1.4891E+01  2.1278E+02  6.9776E+00  3.9583E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.1875E+00  1.2299E+02  7.0787E+00  3.7619E+03  1.2314E+03  1.0000E+00  6.5472E-01
   0.0000E+00  1.5581E+01  2.2291E+02  6.9356E+00  3.9661E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.6134E+00  1.2884E+02  7.0363E+00  3.7689E+03  1.2322E+03  1.0000E+00  6.5479E-01
   0.0000E+00  1.6270E+01  2.3305E+02  6.8958E+00  3.9737E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0039E+01  1.3468E+02  6.9961E+00  3.7756E+03  1.2330E+03  1.0000E+00  6.5485E-01
   0.0000E+00  1.6959E+01  2.4318E+02  6.8579E+00  3.9809E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0464E+01  1.4053E+02  6.9578E+00  3.7820E+03  1.2337E+03  1.0000E+00  6.5491E-01
   0.0000E+00  1.7646E+01  2.5331E+02  6.8218E+00  3.9879E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0888E+01  1.4638E+02  6.9213E+00  3.7882E+03  1.2344E+03  1.0000E+00  6.5497E-01
   0.0000E+00  1.8333E+01  2.6344E+02  6.7874E+00  3.9945E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1313E+01  1.5222E+02  6.8865E+00  3.7941E+03  1.2351E+03  1.0000E+00  6.5503E-01
   0.0000E+00  1.9020E+01  2.7358E+02  6.7544E+00  4.0009E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1736E+01  1.5807E+02  6.8532E+00  3.7998E+03  1.2357E+03  1.0000E+00  6.5508E-01
   0.0000E+00  1.9706E+01  2.8371E+02  6.7229E+00  4.0071E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.2160E+01  1.6392E+02  6.8213E+00  3.8053E+03  1.2363E+03  1.0000E+00  6.5513E-01
   0.0000E+00  2.0391E+01  2.9384E+02  6.6926E+00  4.0131E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.2583E+01  1.6976E+02  6.7906E+00  3.8106E+03  1.2369E+03  1.0000E+00  6.5518E-01
   0.0000E+00  2.1075E+01  3.0398E+02  6.6635E+00  4.0189E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.3005E+01  1.7561E+02  6.7612E+00  3.8157E+03  1.2375E+03  1.0000E+00  6.5523E-01
   0.0000E+00  1.0209E+01  1.4185E+02  7.3168E+00  3.8836E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  6.2973E+00  8.2062E+01  7.4353E+00  3.6961E+03  1.2137E+03  1.0000E+00  6.5389E-01
   0.0000E+00  1.0918E+01  1.5199E+02  7.2519E+00  3.8951E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  6.7348E+00  8.7915E+01  7.3699E+00  3.7065E+03  1.2149E+03  1.0000E+00  6.5399E-01
   0.0000E+00  1.1626E+01  1.6212E+02  7.1919E+00  3.9060E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.1716E+00  9.3767E+01  7.3094E+00  3.7161E+03  1.2160E+03  1.0000E+00  6.5408E-01
   0.0000E+00  1.2332E+01  1.7225E+02  7.1360E+00  3.9162E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.6076E+00  9.9618E+01  7.2531E+00  3.7252E+03  1.2170E+03  1.0000E+00  6.5417E-01
   0.0000E+00  1.3038E+01  1.8238E+02  7.0838E+00  3.9258E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.0431E+00  1.0547E+02  7.2005E+00  3.7338E+03  1.2180E+03  1.0000E+00  6.5425E-01
   0.0000E+00  1.3742E+01  1.9252E+02  7.0349E+00  3.9350E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.4779E+00  1.1132E+02  7.1511E+00  3.7420E+03  1.2190E+03  1.0000E+00  6.5433E-01
   0.0000E+00  1.4446E+01  2.0265E+02  6.9888E+00  3.9436E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.9122E+00  1.1717E+02  7.1047E+00  3.7497E+03  1.2198E+03  1.0000E+00  6.5440E-01
   0.0000E+00  1.5149E+01  2.1278E+02  6.9454E+00  3.9519E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.3459E+00  1.2302E+02  7.0608E+00  3.7570E+03  1.2207E+03  1.0000E+00  6.5447E-01
   0.0000E+00  1.5851E+01  2.2291E+02  6.9042E+00  3.9598E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.7791E+00  1.2887E+02  7.0193E+00  3.7641E+03  1.2215E+03  1.0000E+00  6.5454E-01
   0.0000E+00  1.6552E+01  2.3305E+02  6.8652E+00  3.9673E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0212E+01  1.3472E+02  6.9799E+00  3.7708E+03  1.2222E+03  1.0000E+00  6.5460E-01
   0.0000E+00  1.7252E+01  2.4318E+02  6.8281E+00  3.9745E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0644E+01  1.4057E+02  6.9424E+00  3.7772E+03  1.2230E+03  1.0000E+00  6.5466E-01
   0.0000E+00  1.7952E+01  2.5331E+02  6.7928E+00  3.9814E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1076E+01  1.4642E+02  6.9067E+00  3.7834E+03  1.2237E+03  1.0000E+00  6.5472E-01
   0.0000E+00  1.8651E+01  2.6344E+02  6.7590E+00  3.9881E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1507E+01  1.5226E+02  6.8726E+00  3.7893E+03  1.2243E+03  1.0000E+00  6.5477E-01
   0.0000E+00  1.9349E+01  2.7358E+02  6.7267E+00  3.9945E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1939E+01  1.5811E+02  6.8400E+00  3.7950E+03  1.2250E+03  1.0000E+00  6.5482E-01
   0.0000E+00  2.0047E+01  2.8371E+02  6.6958E+00  4.0007E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.2369E+01  1.6396E+02  6.8088E+00  3.8005E+03  1.2256E+03  1.0000E+00  6.5487E-01
   0.0000E+00  2.0744E+01  2.9384E+02  6.6661E+00  4.0067E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.2799E+01  1.6981E+02  6.7788E+00  3.8058E+03  1.2262E+03  1.0000E+00  6.5492E-01
   0.0000E+00  2.1440E+01  3.0398E+02  6.6376E+00  4.0125E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.3229E+01  1.7565E+02  6.7499E+00  3.8110E+03  1.2268E+03  1.0000E+00  6.5497E-01
   0.0000E+00  1.0382E+01  1.4185E+02  7.2355E+00  3.8744E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  6.4035E+00  8.2076E+01  7.3555E+00  3.6881E+03  1.2034E+03  1.0000E+00  6.5372E-01
   0.0000E+00  1.1103E+01  1.5199E+02  7.1719E+00  3.8859E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  6.8484E+00  8.7930E+01  7.2914E+00  3.6984E+03  1.2046E+03  1.0000E+00  6.5382E-01
   0.0000E+00  1.1823E+01  1.6212E+02  7.1130E+00  3.8967E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.2925E+00  9.3783E+01  7.2320E+00  3.7080E+03  1.2057E+03  1.0000E+00  6.5391E-01
   0.0000E+00  1.2541E+01  1.7225E+02  7.0582E+00  3.9069E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.7359E+00  9.9636E+01  7.1768E+00  3.7171E+03  1.2067E+03  1.0000E+00  6.5400E-01
   0.0000E+00  1.3259E+01  1.8238E+02  7.0070E+00  3.9164E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.1788E+00  1.0549E+02  7.1252E+00  3.7256E+03  1.2077E+03  1.0000E+00  6.5408E-01
   0.0000E+00  1.3975E+01  1.9252E+02  6.9590E+00  3.9255E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.6210E+00  1.1134E+02  7.0767E+00  3.7337E+03  1.2086E+03  1.0000E+00  6.5416E-01
   0.0000E+00  1.4691E+01  2.0265E+02  6.9138E+00  3.9341E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.0626E+00  1.1719E+02  7.0312E+00  3.7414E+03  1.2095E+03  1.0000E+00  6.5423E-01
   0.0000E+00  1.5406E+01  2.1278E+02  6.8712E+00  3.9423E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.5037E+00  1.2304E+02  6.9881E+00  3.7487E+03  1.2103E+03  1.0000E+00  6.5430E-01
   0.0000E+00  1.6119E+01  2.2291E+02  6.8309E+00  3.9502E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.9443E+00  1.2889E+02  6.9474E+00  3.7557E+03  1.2111E+03  1.0000E+00  6.5436E-01
   0.0000E+00  1.6832E+01  2.3305E+02  6.7926E+00  3.9577E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0384E+01  1.3474E+02  6.9088E+00  3.7624E+03  1.2119E+03  1.0000E+00  6.5442E-01
   0.0000E+00  1.7545E+01  2.4318E+02  6.7562E+00  3.9648E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0824E+01  1.4059E+02  6.8720E+00  3.7688E+03  1.2126E+03  1.0000E+00  6.5448E-01
   0.0000E+00  1.8256E+01  2.5331E+02  6.7215E+00  3.9717E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1263E+01  1.4644E+02  6.8370E+00  3.7749E+03  1.2133E+03  1.0000E+00  6.5454E-01
   0.0000E+00  1.8967E+01  2.6344E+02  6.6884E+00  3.9784E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.1702E+01  1.5229E+02  6.8035E+00  3.7808E+03  1.2140E+03  1.0000E+00  6.5459E-01
   0.0000E+00  1.9677E+01  2.7358E+02  6.6567E+00  3.9847E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.2140E+01  1.5814E+02  6.7715E+00  3.7865E+03  1.2146E+03  1.0000E+00  6.5465E-01
   0.0000E+00  2.0387E+01  2.8371E+02  6.6263E+00  3.9909E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.2578E+01  1.6399E+02  6.7408E+00  3.7920E+03  1.2152E+03  1.0000E+00  6.5470E-01
   0.0000E+00  2.1096E+01  2.9384E+02  6.5972E+00  3.9968E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.3016E+01  1.6984E+02  6.7114E+00  3.7973E+03  1.2158E+03  1.0000E+00  6.5474E-01
   0.0000E+00  2.1804E+01  3.0398E+02  6.5692E+00  4.0026E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.3453E+01  1.7569E+02  6.6831E+00  3.8024E+03  1.2163E+03  1.0000E+00  6.5479E-01
   0.0000E+00  1.0553E+01  1.4185E+02  7.1257E+00  3.8631E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  6.5086E+00  8.2086E+01  7.2387E+00  3.6777E+03  1.1935E+03  1.0000E+00  6.5360E-01
   0.0000E+00  1.1286E+01  1.5199E+02  7.0633E+00  3.8745E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  6.9609E+00  8.7940E+01  7.1758E+00  3.6879E+03  1.1947E+03  1.0000E+00  6.5370E-01
   0.0000E+00  1.2018E+01  1.6212E+02  7.0055E+00  3.8852E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.4124E+00  9.3794E+01  7.1175E+00  3.6974E+03  1.1958E+03  1.0000E+00  6.5380E-01
   0.0000E+00  1.2748E+01  1.7225E+02  6.9518E+00  3.8953E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  7.8632E+00  9.9647E+01  7.0633E+00  3.7064E+03  1.1968E+03  1.0000E+00  6.5388E-01
   0.0000E+00  1.3478E+01  1.8238E+02  6.9016E+00  3.9048E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.3133E+00  1.0550E+02  7.0127E+00  3.7149E+03  1.1978E+03  1.0000E+00  6.5396E-01
   0.0000E+00  1.4206E+01  1.9252E+02  6.8544E+00  3.9138E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  8.7629E+00  1.1135E+02  6.9651E+00  3.7229E+03  1.1987E+03  1.0000E+00  6.5404E-01
   0.0000E+00  1.4934E+01  2.0265E+02  6.8101E+00  3.9223E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.2118E+00  1.1720E+02  6.9204E+00  3.7305E+03  1.1996E+03  1.0000E+00  6.5411E-01
   0.0000E+00  1.5660E+01  2.1278E+02  6.7683E+00  3.9304E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  9.6603E+00  1.2306E+02  6.8781E+00  3.7378E+03  1.2004E+03  1.0000E+00  6.5418E-01
   0.0000E+00  1.6386E+01  2.2291E+02  6.7287E+00  3.9382E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0108E+01  1.2891E+02  6.8382E+00  3.7447E+03  1.2012E+03  1.0000E+00  6.5424E-01
   0.0000E+00  1.7111E+01  2.3305E+02  6.6911E+00  3.9456E+03  0.0000E+00  0.0000E+00  0.0000E+00
   0.0000E+00  1.0556E+01  1.3476E+02  6.8002E+00  3.7513E+03  1.2019E+03  1.0000E+00  6.5431E-01
