    gam      rho      p        cp       t   ispfz     aefz   cffz
1.3223E+00   1.3195E+00   1.1032E+01   2.2304E+00   1.5378E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3332E+00   8.2908E-01   5.9525E+00   2.1752E+00   1.3206E+03 9.7837E+02   1.0000E+00   7.1939E-01
1.3221E+00   1.4014E+00   1.1721E+01   2.2307E+00   1.5389E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3330E+00   8.8054E-01   6.3250E+00   2.1755E+00   1.3216E+03 9.7852E+02   1.0000E+00   7.1933E-01
1.3219E+00   1.4833E+00   1.2411E+01   2.2310E+00   1.5400E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3328E+00   9.3197E-01   6.6975E+00   2.1758E+00   1.3227E+03 9.7867E+02   1.0000E+00   7.1926E-01
1.3217E+00   1.5651E+00   1.3100E+01   2.2314E+00   1.5411E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3326E+00   9.8335E-01   7.0701E+00   2.1762E+00   1.3238E+03 9.7882E+02   1.0000E+00   7.1920E-01
1.3215E+00   1.6469E+00   1.3789E+01   2.2317E+00   1.5422E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3324E+00   1.0347E+00   7.4427E+00   2.1765E+00   1.3248E+03 9.7898E+02   1.0000E+00   7.1913E-01
1.3213E+00   1.7286E+00   1.4479E+01   2.2321E+00   1.5433E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3322E+00   1.0860E+00   7.8154E+00   2.1768E+00   1.3259E+03 9.7913E+02   1.0000E+00   7.1907E-01
1.3211E+00   1.8102E+00   1.5168E+01   2.2324E+00   1.5443E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3319E+00   1.1373E+00   8.1881E+00   2.1772E+00   1.3269E+03 9.7928E+02   1.0000E+00   7.1900E-01
1.3209E+00   1.8918E+00   1.5858E+01   2.2328E+00   1.5454E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3317E+00   1.1885E+00   8.5609E+00   2.1775E+00   1.3280E+03 9.7943E+02   1.0000E+00   7.1894E-01
1.3207E+00   1.9733E+00   1.6547E+01   2.2331E+00   1.5465E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3315E+00   1.2397E+00   8.9337E+00   2.1778E+00   1.3290E+03 9.7957E+02   1.0000E+00   7.1887E-01
1.3205E+00   2.0547E+00   1.7237E+01   2.2335E+00   1.5476E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3313E+00   1.2908E+00   9.3066E+00   2.1781E+00   1.3301E+03 9.7972E+02   1.0000E+00   7.1881E-01
1.3203E+00   2.1361E+00   1.7926E+01   2.2338E+00   1.5487E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3311E+00   1.3419E+00   9.6795E+00   2.1785E+00   1.3311E+03 9.7987E+02   1.0000E+00   7.1875E-01
1.3201E+00   2.2175E+00   1.8616E+01   2.2341E+00   1.5497E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3309E+00   1.3930E+00   1.0052E+01   2.1788E+00   1.3322E+03 9.8001E+02   1.0000E+00   7.1868E-01
1.3199E+00   2.2988E+00   1.9305E+01   2.2345E+00   1.5508E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3307E+00   1.4441E+00   1.0426E+01   2.1791E+00   1.3332E+03 9.8016E+02   1.0000E+00   7.1862E-01
1.3197E+00   2.3800E+00   1.9995E+01   2.2348E+00   1.5518E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3305E+00   1.4951E+00   1.0799E+01   2.1794E+00   1.3342E+03 9.8030E+02   1.0000E+00   7.1856E-01
1.3195E+00   2.4612E+00   2.0684E+01   2.2351E+00   1.5529E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3303E+00   1.5460E+00   1.1172E+01   2.1797E+00   1.3352E+03 9.8044E+02   1.0000E+00   7.1850E-01
1.3096E+00   1.2546E+00   1.1032E+01   2.1708E+00   1.7135E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3194E+00   7.8734E-01   5.9797E+00   2.1196E+00   1.4800E+03 1.0010E+03   1.0000E+00   7.1520E-01
1.3096E+00   1.3330E+00   1.1721E+01   2.1708E+00   1.7136E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3194E+00   8.3654E-01   6.3534E+00   2.1196E+00   1.4801E+03 1.0010E+03   1.0000E+00   7.1519E-01
1.3095E+00   1.4114E+00   1.2411E+01   2.1708E+00   1.7136E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3194E+00   8.8573E-01   6.7272E+00   2.1196E+00   1.4801E+03 1.0010E+03   1.0000E+00   7.1519E-01
1.3095E+00   1.4898E+00   1.3100E+01   2.1708E+00   1.7137E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3194E+00   9.3493E-01   7.1009E+00   2.1196E+00   1.4802E+03 1.0010E+03   1.0000E+00   7.1519E-01
1.3095E+00   1.5682E+00   1.3789E+01   2.1709E+00   1.7137E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3194E+00   9.8412E-01   7.4747E+00   2.1197E+00   1.4802E+03 1.0011E+03   1.0000E+00   7.1518E-01
1.3095E+00   1.6466E+00   1.4479E+01   2.1709E+00   1.7138E+03 0.0000E+00   0.0000E+00   0.0000E+00
1.3194E+00   1.0333E+00   7.8485E+00   2.1197E+00   1.4803E+03 1.0011E+03   1.0000E+00   7.1518E-01
1.3095E+00   1.7249E+00   1.5168E+01   2.1709E+00   1.7138E+03 0.0000E+00   0.0000E+00   0.0000E+00
